id,name,birthYear
nm9424749,Diana Dors,1931
nm9424750,Fifi D\'Orsay,1904
nm9424751,Gabrielle Dorziat,1880
nm9424752,Susana Dosamantes,
nm9424753,Roy Dotrice,1923
nm9424754,Catherine Doucet,1875
nm9424755,Diana Douglas,
nm9424756,Donald Douglas,1905
nm9424757,Donna Douglas,1933
nm9424758,Kent Douglas,
nm9424759,Kirk Douglas,1916
nm9424760,Melvyn Douglas,1901
nm9424761,Michael Douglas,1945
nm9424762,Paul Douglas,1907
nm9424763,Robert Douglas,1909
nm9424764,Robyn Douglas,
nm9424765,Sarah Douglas,
nm9424766,Brad Dourif,1950
nm9424767,Billie Dove,1904
nm9424768,Peggy Dow,1928
nm9424769,Ned Dowd,
nm9424770,Doris Dowling,1921
nm9424771,Joan Dowling,1929
nm9424772,LesleyAnne Down,1954
nm9424773,Robert Downey~jr.,1965
nm9424774,Johnny Downs,1913
nm9424775,Betsy Drake,
nm9424776,Charles Drake,1914
nm9424777,Dona Drake,1920
nm9424778,Frances Drake,1908
nm9424779,Paul Drake,
nm9424780,Tom Drake,1918
nm9424781,Patrick Dray,
nm9424782,Alfred Drayton,1881
nm9424783,Alex Dreier,1916
nm9424784,Sonia Dresdel,1909
nm9424785,Louise Dresser,1881
nm9424786,Marie Dressler,1869
nm9424787,Ellen Drew,1915
nm9424788,Georgiana Drew,
nm9424789,Richard Dreyfuss,1948
nm9424790,Bobby Driscoll,1937
nm9424791,Kate Driver,1969
nm9424792,Minnie Driver,1971
nm9424793,Joanne Dru,1923
nm9424794,James Drury,1934
nm9424795,Don Dubbins,1929
nm9424796,Davd Duchovny,1960
nm9424797,Lesley Dudley,
nm9424798,Pete Duel,1940
nm9424799,Howard Duff,1917
nm9424800,Julia Duffy,1951
nm9424801,Patrick Duffy,
nm9424802,Dennis Dugan,1948
nm9424803,Tom Dugan,1889
nm9424804,Andrew Duggan,1923
nm9424805,Richard Duggan,
nm9424806,Olympia Dukakis,
nm9424807,David Dukes,
nm9424808,Keir Dullea,1936
nm9424809,Jane Dulo,
nm9424810,Sandra Dumas,
nm9424811,Gerald duMaurier,
nm9424812,Douglass Dumbrille,1890
nm9424813,Ralph Dumke,1900
nm9424814,Margaret Dumont,1889
nm9424815,Faye Dunaway,1941
nm9424816,Dixie Dunbar,1919
nm9424817,Archie Duncan,1914
nm9424818,Carmen Duncan,
nm9424819,Isadora Duncan,
nm9424820,Mary Duncan,1903
nm9424821,Sandy Duncan,1946
nm9424822,Victor Dunlop,
nm9424823,Emma Dunn,1875
nm9424824,James Dunn,1905
nm9424825,Liam Dunn,
nm9424826,Michael Dunn,1935
nm9424827,Robert Dunn,
nm9424828,Griffin Dunne,1955
nm9424829,Irene Dunne,1901
nm9424830,Steve Dunne,
nm9424831,Mildred Dunnock,1904
nm9424832,Don Dunphy,
nm9424833,Minnie Dupree,1873
nm9424834,Ann Duprey,
nm9424835,June Duprez,1918
nm9424836,Paul Dupuis,1916
nm9424837,Jimmy Durante,1893
nm9424838,Anthony Durbee,
nm9424839,Deanna Durbin,1921
nm9424840,Charles Durning,1933
nm9424841,Monique Dury,
nm9424842,Dan Duryea,1907
nm9424843,Robert Duvall,1931
nm9424844,Shelley Duvall,1949
nm9424845,Ann Dvorak,1912
nm9424846,Peter Dvorsky,
nm9424847,Leslie Dwyer,1906
nm9424848,Franklin Dyall,1874
nm9424849,Valentine Dyall,1908
nm9424850,Cameron Dye,
nm9424851,Bob Dylan,
nm9424852,Richard Dysart,
nm9424853,William Dysart,
nm9424854,George Dzunda,
nm9424855,George Eastman,
nm9424856,Marilyn Eastman,
nm9424857,Alison Eastwood,
nm9424858,Clint Eastwood,1930
nm9424859,Francesca Eastwood,1994
nm9424860,Kimber Eastwood,
nm9424861,Kyle Eastwood,
nm9424862,Mary Eaton,1901
nm9424863,Shirley Eaton,
nm9424864,Horst Ebersberg,
nm9424865,Christine Ebersole,
nm9424866,Buddy Ebsen,1908
nm9424867,Maude Eburne,1875
nm9424868,Eileen Eckhart,
nm9424869,Gosta Eckman~sr.,
nm9424870,Gosta Eckman,
nm9424871,Hasse Eckman,1915
nm9424872,Hallie Eckstein,
nm9424873,Helen Jerome Eddy,1897
nm9424874,Nelson Eddy,1901
nm9424875,Herb Edelman,1930
nm9424876,Barbara Eden,1934
nm9424877,Elizabeth Edmonds,
nm9424878,Anthony Edwards,
nm9424879,Blake Edwards,1922
nm9424880,Cliff Edwards,1895
nm9424881,Henry Edwards,1882
nm9424882,James Edwards,1922
nm9424883,Jennifer Edwards,
nm9424884,Luke Edmonds,
nm9424885,Snitz Edwards,
nm9424886,Vince Edwards,1928
nm9424887,Eddie Egan,1924
nm9424888,Richard Egan,1921
nm9424889,Julie Ege,1943
nm9424890,Samantha Eggar,1939
nm9424891,Lisa Eichhorn,1952
nm9424892,Jill Eikenberry,1947
nm9424893,Lisa Eilbacher,
nm9424894,Janet Eilber,
nm9424895,Sally Eilers,1908
nm9424896,Anthony Eisley,
nm9424897,Ike Eisenmann,
nm9424898,Anita Ekberg,1931
nm9424899,Britt Ekland,1942
nm9424900,Jack Elam,1916
nm9424901,John Eldredge,1917
nm9424902,Florence Eldridge,1901
nm9424903,Hector Elizondo,1936
nm9424904,Duke Ellington,
nm9424905,Laura Elliot,1929
nm9424906,Biff Elliott,
nm9424907,Denholm Elliott,1922
nm9424908,Frank Elliott,
nm9424909,Jane Elliott,
nm9424910,Robert Elliott,1879
nm9424911,Sam Elliott,1944
nm9424912,Stephen Elliott,
nm9424913,`Wild Bill' Elliott,1904
nm9424914,Edward Ellis,1872
nm9424915,Mary Ellis,1900
nm9424916,Patricia Ellis,1916
nm9424917,Robin Ellis,
nm9424918,Art Ellison,
nm9424919,Frank Ellison,1910
nm9424920,James Ellison,1910
nm9424921,Michael Elphick,1946
nm9424922,Isobel Elsom,1893
nm9424923,Sallee Elyse,
nm9424924,Faye Emerson,1917
nm9424925,Hope Emerson,1897
nm9424926,Roy Emerton,1892
nm9424927,Dick Emery,1918
nm9424928,Gilbert Emery,1875
nm9424929,Robert Emhardt,1916
nm9424930,Michael Emil,
nm9424931,Fred Emney,1900
nm9424932,Robert Englund,
nm9424933,Rene Enriquez,1932
nm9424934,Henry Ephron,1911
nm9424935,Margaret Eppie,1930
nm9424936,Richard Erdmann,1925
nm9424937,Doc Erickson,
nm9424938,Leif Erickson,1911
nm9424939,John Ericson,1927
nm9424940,Krista Errickson,
nm9424941,Leon Errol,1881
nm9424942,Howard Erskine,
nm9424943,Stuart Erwin,1903
nm9424944,Carl Esmond,1905
nm9424945,Jill Esmond,1908
nm9424946,David Essex,1947
nm9424947,Emilio Estevez,
nm9424948,Shari Eubank,
nm9424949,Barry Evans,1945
nm9424950,Clifford Evans,1912
nm9424951,Dale Evans,1912
nm9424952,Dame Edith Evans,1888
nm9424953,Gene Evans,1922
nm9424954,Linda Evans,1943
nm9424955,Maurice Evans,1901
nm9424956,Michael Evans,
nm9424957,Rex Evans,1903
nm9424958,Robert Evans,1930
nm9424959,Judith Evelyn,1913
nm9424960,Barbara Everest,1890
nm9424961,Chad Everett,1937
nm9424962,Trish Everly,
nm9424963,Jason Evers,1922
nm9424964,John Ewart,
nm9424965,Tom Ewell,1909
nm9424966,Richard Eyer,
nm9424967,William Eythe,1918
nm9424968,Francoise Fabian,1935
nm9424969,Fabio,1961
nm9424970,Nanette Fabray,1920
nm9424971,Aldo Fabrizi,1905
nm9424972,Douglas Fairbanks~sr,1883
nm9424973,Douglas Fairbanks~jr.,1909
nm9424974,Sydney Fairbrother,1873
nm9424975,Morgan Fairchild,1950
nm9424976,Adam Faith,1940
nm9424977,Eduardo Fajardo,
nm9424978,Lola Falana,
nm9424979,Fabray Falconetti,
nm9424980,Peter Falk,1927
nm9424981,Deborah Fallender,
nm9424982,Dennis Lee Falt,
nm9424983,Sergio Fantoni,1930
nm9424984,Daniel Faraldo,
nm9424985,Amy Farber,
nm9424986,Maria Farebrother,
nm9424987,Violet Farebrother,
nm9424988,James Farentino,1938
nm9424989,Antonio Fargas,
nm9424990,Chris Farley,1964
nm9424991,Frances Farmer,1914
nm9424992,Mimsy Farmer,1945
nm9424993,Richard Farnsworth,
nm9424994,Dustin Farnum,
nm9424995,Franklyn Farnum,1876
nm9424996,William Farnum,1876
nm9424997,Derek Farr,1912
nm9424998,Felicia Farr,
nm9424999,Jamie Farr,
nm9425000,Derek Farr,
nm9425001,David Farrar,1908
nm9425002,Geraldine Farrar,1882
nm9425003,Charles Farrell,1901
nm9425004,Charles Farrell,1901
nm9425005,Glenda Farrell,1904
nm9425006,Nick Farrell,
nm9425007,Sharon Farrell,
nm9425008,Mia Farrow,1945
nm9425009,Stephanie Farrow,
nm9425010,Tisa Farrow,
nm9425011,Rainer Fassbinder,1945
nm9425012,Graham Faulkner,
nm9425013,James Faulkner,
nm9425014,Farrah Fawcett,1947
nm9425015,Michelle Fawden,
nm9425016,Alice Faye,1912
nm9425017,Frank Faylen,1907
nm9425018,Louise Fazenda,1895
nm9425019,Lynne Federicks,
nm9425020,Birgitte Federspiel,
nm9425021,Bekim Fehmiu,1932
nm9425022,Frances Feist,
nm9425023,Fritz Feld,1900
nm9425024,Marty Feldman,1933
nm9425025,Barbara Feldon,1939
nm9425026,Tovah Feldshuh,
nm9425027,Maria Felix,1915
nm9425028,Norman Fell,1928
nm9425029,Rockliffe Fellowes,1885
nm9425030,Edith Fellows,1923
nm9425031,Hansjoerg Felmy,1931
nm9425032,Verna Felton,1890
nm9425033,Sherilyn Fenn,1965
nm9425034,Sylvie Fennec,
nm9425035,Willie Fennell,
nm9425036,Frank Fenton,1906
nm9425037,Irine Fenwick,
nm9425038,Pamelyn Ferdin,
nm9425039,Elsie Ferguson,1883
nm9425040,Frank Ferguson,1899
nm9425041,J. Don Ferguson,
nm9425042,Jane Ferguson,
nm9425043,Fernandel,1903
nm9425044,Wilhelmina Fernandez,
nm9425045,Conchata Ferrell,1943
nm9425046,Jose Ferrer,1909
nm9425047,Mel Ferrer,1917
nm9425048,Benoit Ferreux,1955
nm9425049,Noel Ferrier,
nm9425050,Lou Ferrigno,
nm9425051,Gabrielle Ferzetti,1925
nm9425052,Stepin Fetchit,1898
nm9425053,Edwige Feuillere,1907
nm9425054,Lewis Fiander,1938
nm9425055,John Fiedler,1925
nm9425056,Betty Field,1918
nm9425057,Karen Field,
nm9425058,Mary Field,1905
nm9425059,Sally Field,1946
nm9425060,Shirley Anne Field,1938
nm9425061,Sid Field,1904
nm9425062,Virginia Field,1917
nm9425063,Edward Fielding,
nm9425064,Fenella Fielding,1930
nm9425065,Margaret Fielding,
nm9425066,Marjorie Fielding,1892
nm9425067,Charles Fields,
nm9425068,Gracie Fields,1898
nm9425069,W.C. Fields,
nm9425070,Tom Filer,
nm9425071,Dennis Fimple,
nm9425072,Flora Finch,1869
nm9425073,Jon Finch,1941
nm9425074,Peter Finch,1916
nm9425075,Larry Fine,1911
nm9425076,T.G. Finkbinder,
nm9425077,Frank Finlay,1926
nm9425078,James Finlayson,1877
nm9425079,William Finley,
nm9425080,Warren Finnerty,
nm9425081,Albert Finney,1936
nm9425082,Shirley Jo Finney,
nm9425083,Elena Fiore,
nm9425084,Eddie Firestone,
nm9425085,Peter Firth,1953
nm9425086,Frances Fisher,1952
nm9425087,O.W. Fischer,1915
nm9425088,Larry Fishburne,
nm9425089,Carrie Fisher,1956
nm9425090,Cindy Fisher,
nm9425091,Eddie Fisher,1928
nm9425092,Frances Fisher,
nm9425093,Minnie Maddern Fiske,1866
nm9425094,Barry Fitzgerald,1888
nm9425095,Ella Fitzgerald,1918
nm9425096,Geraldine Fitzgerald,1912
nm9425097,Walter Fitzgerald,1896
nm9425098,Paul Fix,1901
nm9425099,Fannie Flagg,
nm9425100,Steve Flagg,
nm9425101,Kirsten Flagstad,1895
nm9425102,Ed Flanders,1934
nm9425103,Susan Flannery,1943
nm9425104,James Flavin,1906
nm9425105,Rhonda Fleming,1922
nm9425106,Cyril Fletcher,1913
nm9425107,Louise Fletcher,1936
nm9425108,Jay C. Flippen,1898
nm9425109,George "Buck" Flower,
nm9425110,Darlanne Fluegel,1958
nm9425111,Joel Fluellen,
nm9425112,Errol Flynn,1909
nm9425113,Joe Flynn,1924
nm9425114,Sean Flynn,1941
nm9425115,Nina Foch,1924
nm9425116,Bridget Fonda,1964
nm9425117,Henry Fonda,1905
nm9425118,Jane Fonda,1937
nm9425119,Peter Fonda,1939
nm9425120,Leo Fong,
nm9425121,Joan Fontaine,1917
nm9425122,Genevieve Fontanel,
nm9425123,Margot Fonteyn,
nm9425124,Dick Foran,1910
nm9425125,Bryan Forbes,1926
nm9425126,Mary Forbes,1882
nm9425127,Ralph Forbes,1902
nm9425128,David Ford,
nm9425129,Dorothy Ford,1923
nm9425130,Francis Ford,1883
nm9425131,Glenn Ford,1916
nm9425132,Harrison Ford,1917
nm9425133,Paul Ford,1901
nm9425134,Wallace Ford,1897
nm9425135,Deborah Foreman,
nm9425136,Mark Forest,1933
nm9425137,George Formby,1905
nm9425138,Frederic Forrest,
nm9425139,Mike Forrest,
nm9425140,Steve Forrest,1924
nm9425141,Constance Forslund,
nm9425142,Robert Forster,1942
nm9425143,Rudolph Forster,1884
nm9425144,Bruce Forsyth,1927
nm9425145,Rosemary Forsyth,1944
nm9425146,Henderson Forsythe,
nm9425147,John Forsythe,1918
nm9425148,Nick Apollo Forte,
nm9425149,Brigitte Fossey,1945
nm9425150,Barry Foster,1931
nm9425151,Dianne Foster,1928
nm9425152,Jodie Foster,1962
nm9425153,John Foster,
nm9425154,Julia Foster,1941
nm9425155,Meg Foster,
nm9425156,Norman Foster,1900
nm9425157,Phil Foster,
nm9425158,Preston Foster,1901
nm9425159,Robert Foster,
nm9425160,Susanna Foster,1924
nm9425161,Byron Foulger,1900
nm9425162,Susannah Fowle,
nm9425163,Harry Fowler,1926
nm9425164,Douglas Fowley,1911
nm9425165,Bernard Fox,
nm9425166,Edward Fox,1937
nm9425167,James Fox,1939
nm9425168,Michael J. Fox,1961
nm9425169,Sidney Fox,1910
nm9425170,William Fox,1879
nm9425171,Red Foxx,1922
nm9425172,Eddie Foy~jr.,1905
nm9425173,C.V. France,1868
nm9425174,Rolla France,
nm9425175,Victor Francen,1888
nm9425176,Anthony Franciosa,1928
nm9425177,Alec B. Francis,1869
nm9425178,Anne Francis,1930
nm9425179,Arlene Francis,1908
nm9425180,Connie Francis,1938
nm9425181,Eve Francis,
nm9425182,Ivor Francis,
nm9425183,Kay Francis,1899
nm9425184,Robert Francis,1930
nm9425185,James Franciscus,1934
nm9425186,Don Francks,1932
nm9425187,Jacques Francois,
nm9425188,Ben Frank,
nm9425189,Charles Frank,1910
nm9425190,Richard Frank,
nm9425191,Steve Franken,
nm9425192,Paul Frankeur,
nm9425193,Aretha Franklin,
nm9425194,Pamela Franklin,1949
nm9425195,James Franks,
nm9425196,Arthur Franz,1920
nm9425197,Eduard Franz,1902
nm9425198,Bill Fraser,
nm9425199,John Fraser,1931
nm9425200,Liz Fraser,1933
nm9425201,Richard Fraser,1913
nm9425202,Ronald Fraser,1930
nm9425203,William Frawley,1887
nm9425204,Robert Frazer,
nm9425205,Sheila Frazer,
nm9425206,Lynn Frederick,*
nm9425207,Pauline Frederick,1883
nm9425208,Vicki Frederick,
nm9425209,Alan Freed,
nm9425210,Bert Freed,
nm9425211,Paul Freedman,
nm9425212,Al Freeman~jr,1934
nm9425213,Amy Freeman,
nm9425214,Howard Freeman,1899
nm9425215,Kathleen Freeman,1919
nm9425216,Mona Freeman,1926
nm9425217,Paul Freeman,
nm9425218,Morna Freeman,
nm9425219,Morgan Freeman,
nm9425220,Leslie French,1899
nm9425221,Pierre Fresnay,1897
nm9425222,Bernard Fresson,1933
nm9425223,Leonard Frey,1938
nm9425224,Sauri Frey,
nm9425225,Jonathan Frid,1925
nm9425226,Blanche Friderici,1878
nm9425227,Steve Friedman,
nm9425228,John Friedrich,
nm9425229,Philip Friend,1915
nm9425230,Willy Fritsch,1901
nm9425231,Gert Frobe,1913
nm9425232,Gustav Froehlich,
nm9425233,Dominic Frontiere,1931
nm9425234,Dwight Frye,1899
nm9425235,Eric Fryer,
nm9425236,Alan Fudge,
nm9425237,Dale Fuller,
nm9425238,Dolores Fuller,
nm9425239,Lance Fuller,
nm9425240,Robert Fuller,1934
nm9425241,Fiona Fullerton,1955
nm9425242,Jessie Lee Fulton,
nm9425243,Annette Funicello,1942
nm9425244,Yvonne Furneaux,1928
nm9425245,Judith Furse,1912
nm9425246,Eddie Furlong,1977
nm9425247,Stephen Furst,
nm9425248,Will Fyffe,1884
nm9425249,Martin Gabel,1912
nm9425250,Jean Gabin,1904
nm9425251,Clark Gable,1901
nm9425252,John Clark Gable,1960
nm9425253,Eva Gabor,1921
nm9425254,Zsa Zsa Gabor,1917
nm9425255,Helen Gahagan,
nm9425256,Max Gail,
nm9425257,Charlotte Gainsbourg,*
nm9425258,Serge Gainsbourg,
nm9425259,Peter Gallagher,
nm9425260,Rita Gam,1940
nm9425261,Michael Gambon,
nm9425262,Robin Gammell,
nm9425263,Ken Gampu,
nm9425264,Abel Gance,
nm9425265,Bruno Ganz,
nm9425266,Teresa Ganzel,
nm9425267,Matthew Garber,1956
nm9425268,Greta Garbo,1905
nm9425269,Andres Garcia,
nm9425270,Carlos Gardel,1893
nm9425271,Vincent Gardenia,1922
nm9425272,Reginald Gardiner,1903
nm9425273,Ava Gardner,1922
nm9425274,Ed Gardner,1901
nm9425275,Allen Garfield,1939
nm9425276,John Garfield,1913
nm9425277,Art Garfunkel,
nm9425278,Ed Gargan,1902
nm9425279,William Gargan,1905
nm9425280,John Garko,
nm9425281,Beverly Garland,1926
nm9425282,Judy Garland,1922
nm9425283,James Garner,1928
nm9425284,Peggy Ann Garner,1931
nm9425285,Steve Garay,
nm9425286,Joaquin Garay~III,
nm9425287,Teri Garr,1952
nm9425288, Jane Garofalo ,1965
nm9425289,Betty Garrett,1919
nm9425290,Eliza Garrett,
nm9425291,Leif Garrett,
nm9425292,Ellen Garrison,
nm9425293,John Garrick,1902
nm9425294,Greer Garson,1908
nm9425295,Jennie Garth,1972
nm9425296,Harold Gary,
nm9425297,Lorraine Gary,
nm9425298,Marie-Louise Gassen,
nm9425299,Vittoria Gassman,1922
nm9425300,Lisa Gastoni,1935
nm9425301,Larry Gates,1915
nm9425302,Nancy Gates,1926
nm9425303,Marjorie Gateson,1891
nm9425304,Alexander Gauge,1914
nm9425305,Mikkel Gaup,1973
nm9425306,Fernand Gavet,
nm9425307,Erica Gavin,
nm9425308,John Gavin,1928
nm9425309,Peter Gawthorne,1884
nm9425310,Gregory Gaye,1900
nm9425311,George Gaynes,
nm9425312,Janet Gaynor,1906
nm9425313,Mitzi Gaynor,1930
nm9425314,Ben Gazzara,1930
nm9425315,Michael Gazzo,
nm9425316,Ellen Geer,
nm9425317,Will Geer,1902
nm9425318,Judy Geeson,1948
nm9425319,Meg Gehrts,1891
nm9425320,Daniel Gelin,1921
nm9425321,Guiliano Gemma,1940
nm9425322,Laura Gemser,
nm9425323,Leo Genn,1905
nm9425324,Linda Gentile,
nm9425325,Chief Dan George,1899
nm9425326,Christopher George,1929
nm9425327,Gladys George,1900
nm9425328,Grace George,1879
nm9425329,Lynda Day George,1944
nm9425330,Muriel George,1883
nm9425331,Nathan George,
nm9425332,Rita George,
nm9425333,Susan George,1950
nm9425334,Carmelita Geraghty,
nm9425335,Gil Gerard,1943
nm9425336,Steve Geray,1904
nm9425337,Bill Gerber,
nm9425338,Richard Gere,1949
nm9425339,Flo Gerish,
nm9425340,Gene Gerrard,1892
nm9425341,Balthazar Getty,1975
nm9425342,John Getz,
nm9425343,Alice Ghostley,1926
nm9425344,Stathis Giallelis,1939
nm9425345,Giancarlo Giannini,1942
nm9425346,Judi Gibbs,
nm9425347,Colin Gibson,
nm9425348,Helen Gibson,1892
nm9425349,Henry Gibson,1935
nm9425350,Hoot Gibson,1892
nm9425351,Mel Gibson,1951
nm9425352,John Gielgud,1904
nm9425353,Stefan Gierasch,
nm9425354,Frank Gifford,
nm9425355,Gloria Gifford,
nm9425356,Billy Gilbert,1893
nm9425357,John Gilbert,1895
nm9425358,Melissa Gilbert,
nm9425359,Bruce Gilchrist,
nm9425360,Connie Gilchrist,1901
nm9425361,Jack Gilford,1907
nm9425362,Maude Gill,
nm9425363,Dana Gillespie,
nm9425364,Anita Gillette,
nm9425365,William Gillette,1855
nm9425366,Stu Gilliam,
nm9425367,Terry Gilliam,
nm9425368,Jean Gillie,1915
nm9425369,Claude Gillingwater,1870
nm9425370,Ann Gillis,1927
nm9425371,Margalo Gillmore,1897
nm9425372,Lowell Gilmore,1907
nm9425373,Virginia Gilmore,
nm9425374,Ian Gilmour,
nm9425375,Hermione Gingold,1897
nm9425376,Robert Ginty,
nm9425377,Annie Girardot,1931
nm9425378,Etienne Girardot,1856
nm9425379,Dorothy Gish,1898
nm9425380,Lillian Gish,1894
nm9425381,Kathryn Givney,1897
nm9425382,Anton Glanzelius,
nm9425383,Yves Glary,
nm9425384,Gil Glasco,
nm9425385,Paul Michael Glaser,1943
nm9425386,Sabine Glaser,
nm9425387,Ron Glass,
nm9425388,Jackie Gleason,1916
nm9425389,Jimmie Gleason,1886
nm9425390,Lucille Gleason,1886
nm9425391,Paul Gleason,
nm9425392,Russell Gleason,1908
nm9425393,Roy Glenister,
nm9425394,Roy Glenn,1901
nm9425395,Scott Glenn,1942
nm9425396,Sharon Gless,
nm9425397,Bruce Glover,
nm9425398,Crispin Glover,
nm9425399,Danny Glover,1947
nm9425400,John Glover,
nm9425401,Julian Glover,1935
nm9425402,Carlin Glynn,
nm9425403,Mary Glynne,1898
nm9425404,George Gobel,1919
nm9425405,Paulette Goddard,1911
nm9425406,Willoughby Goddard,1932
nm9425407,Peter Godfrey,1899
nm9425408,Jacques Godin,
nm9425409,Bernard Goetzke,
nm9425410,John Goff,
nm9425411,Norris Goff,1906
nm9425412,Gila Golan,1940
nm9425413,Whoopi Goldberg,1950
nm9425414,Jeff Goldblum,1952
nm9425415,Charles Goldner,1900
nm9425416,Lelia Goldoni,1938
nm9425417,Matt Goldsby,
nm9425418,Clio Goldsmith,
nm9425419,Bobcat Goldthwait,
nm9425420,Arlene Golonka,
nm9425421,Minna Gombell,1900
nm9425422,Thomas Gomez,1905
nm9425423,Peter Gonzales,
nm9425424,Michael Goodliffe,1914
nm9425425,Benny Goodman,1909
nm9425426,Dody Goodman,
nm9425427,Bill Goodwin,1910
nm9425428,Harold Goodwin,1917
nm9425429,Suki Goodwin,
nm9425430,Allen Goorwitz,
nm9425431,Leo Gorcey,1915
nm9425432,Colin Gordin,
nm9425433,Bruce Gordon,1919
nm9425434,C.~Henry Gordon,1882
nm9425435,Colin Gordon,1911
nm9425436,Dexter Gordon,
nm9425437,Don Gordon,
nm9425438,Gale Gordon,1905
nm9425439,Keith Gordon,
nm9425440,Leo Gordon,1922
nm9425441,Mary Gordon,1882
nm9425442,Robert Gordon,
nm9425443,Ruth Gordon,1896
nm9425444,Marius Goring,1912
nm9425445,Cliff Gorman,1936
nm9425446,Lynee Gorman,
nm9425447,Karen Gorney,
nm9425448,Frank Gorshin,1935
nm9425449,Marjoe Gortner,1941
nm9425450,Lou Gossett,1936
nm9425451,Lou Gossett~jr.,
nm9425452,Walter Gotell,
nm9425453,Ferdinand Gottschalk,1869
nm9425454,Jetta Goudal,1898
nm9425455,Michael Gough,1917
nm9425456,Elliott Gould,1938
nm9425457,Harold Gould,1923
nm9425458,Jason Gould,
nm9425459,Robert Goulet,1933
nm9425460,Michael Gover,
nm9425461,Gibson Gowland,1872
nm9425462,Harry Goz,
nm9425463,Patricia Gozzi,1950
nm9425464,Betty Grable,1916
nm9425465,Nickolas Grace,
nm9425466,Gerrit Graham,
nm9425467,Gloria Grahame,1924
nm9425468,Margot Grahame,1911
nm9425469,Alexander Granach,1890
nm9425470,Farley Granger,1928
nm9425471,Stewart Granger,1913
nm9425472,Cary Grant,1904
nm9425473,Kathryn Grant,1933
nm9425474,Lawrence Grant,1870
nm9425475,Lee Grant,
nm9425476,Richard E. Grant,
nm9425477,Bonita Granville,1923
nm9425478,Charley Grapewin,1869
nm9425479,Peter Graves,1925
nm9425480,Peter Graves,1911
nm9425481,Fernand Gravet,1904
nm9425482,Billy Gray,1940
nm9425483,Charles Gray,1928
nm9425484,Colleen Gray,1922
nm9425485,Dolores Gray,1924
nm9425486,Erin Gray,
nm9425487,Joel Gray,
nm9425488,Nadia Gray,1923
nm9425489,Sally Gray,1916
nm9425490,Kathryn Grayson,1922
nm9425491,Juliette Greco,1927
nm9425492,Danny Green,1903
nm9425493,Gilbert Green,
nm9425494,Keith Green,
nm9425495,Marika Green,
nm9425496,Martyn Green,1899
nm9425497,Nigel Green,1924
nm9425498,Seth Green,
nm9425499,Graham Greene,1904
nm9425500,H.Richard Greene,
nm9425501,Leon Green,
nm9425502,Lorne Greene,1915
nm9425503,Mean Joe Greene,
nm9425504,Michael Greene,
nm9425505,Richard Greene,1914
nm9425506,Raymond Greenleaf,1892
nm9425507,Sidney Greenstreet,1879
nm9425508,Charlotte Greenwood,1890
nm9425509,Joan Greenwood,1921
nm9425510,John Greenwood,1889
nm9425511,Jane Greer,1924
nm9425512,Clare Greet,
nm9425513,Everley Gregg,1898
nm9425514,Nora Gregor,1890
nm9425515,Andre Gregory,
nm9425516,Celia Gregory,
nm9425517,Dora Gregory,
nm9425518,James Gregory,1911
nm9425519,Mark Gregory,
nm9425520,John Gregson,1919
nm9425521,Robert Greig,1880
nm9425522,Joyce Grenfell,1910
nm9425523,Anne Grey,
nm9425524,Jennifer Grey,1960
nm9425525,Joel Grey,1932
nm9425526,Lita Grey,1909
nm9425527,Nan Grey,1918
nm9425528,Virginia Grey,1917
nm9425529,Robert Grieg,
nm9425530,Helmut Griem,
nm9425531,David Alan Grier,
nm9425532,Pam Grier,1949
nm9425533,Rosie Grier,
nm9425534,Ethel Griffies,1878
nm9425535,Andy Griffith,1926
nm9425536,Corinne Griffith,1898
nm9425537,Hugh Griffith,1912
nm9425538,Kenneth Griffith,1921
nm9425539,Kirstin Griffith,
nm9425540,Melanie Griffith,1957
nm9425541,Simone Griffith,
nm9425542,Tracy Griffith,
nm9425543,Jane Griffiths,1929
nm9425544,Ele Grigsby,
nm9425545,Dan Grimaldi,
nm9425546,Gary Grimes,1955
nm9425547,Jonathan Griss,
nm9425548,Claire Griswold,
nm9425549,George Grizzard,1925
nm9425550,Charles Grodin,1935
nm9425551,Ake Groenberg,
nm9425552,Herbert Gronemeyer,
nm9425553,Sam Groom,
nm9425554,Muriel Gross,
nm9425555,Linda Grovenor,
nm9425556,Gustav Grundgens,
nm9425557,Oliver Gruner,1960
nm9425558,Dominic Guard,1925
nm9425559,Harry Guardino,1925
nm9425560,Francois Guerin,
nm9425561,Ruy Guerra,
nm9425562,Christopher Guest,
nm9425563,Lance Guest,
nm9425564,Nicholas Guest,
nm9425565,Nancy Guild,1925
nm9425566,Paul Guilfoyle,1902
nm9425567,Jack Guilford,
nm9425568,Robert Guillaume,
nm9425569,Fernando Guill\'en,
nm9425570,Alec Guinness,1914
nm9425571,Clu Gulager,1929
nm9425572,Moses Gunn,1929
nm9425573,Robert Gunner,
nm9425574,Sigrid Gurie,1911
nm9425575,Ray Guth,
nm9425576,Steve Guttenberg,
nm9425577,The Little Tough Guys,n.a.
nm9425578,Edmund Gwenn,1875
nm9425579,Jack Gwillin,
nm9425580,Anne Gwynne,1918
nm9425581,Fred Gwynne,1927
nm9425582,Michael Gwynne,1916
nm9425583,Peter Gwynne,
nm9425584,Greta Gynt,1916
nm9425585,James Haake,
nm9425586,Dolly Haas,1910
nm9425587,Hugo Haas,1901
nm9425588,Buddy Hackett,1924
